index,type_l,ville,arr,n_pieces,n_chambres,surface_m2,prix,prix_m2
5331,appartement,Lyon,9,3.0,2.0,63.22,350000.0,5536.0
5333,appartement,Lyon,3,3.0,0.0,66.0,479000.0,7257.0
5334,appartement,Lyon,4,2.0,1.0,34.0,150000.0,4411.0
5335,appartement,Lyon,8,1.0,1.0,25.0,160000.0,6400.0
5336,appartement,Lyon,9,2.0,1.0,41.92,192000.0,4580.0
5337,appartement,Lyon,7,3.0,2.0,69.17,358000.0,5175.0
5338,appartement,Lyon,7,3.0,2.0,54.23,229000.0,4222.0
5339,appartement,Lyon,1,5.0,4.0,113.0,595000.0,5265.0
5340,appartement,Lyon,9,5.0,4.0,107.0,405000.0,3785.0
5341,appartement,Lyon,5,4.0,3.0,88.0,420000.0,4772.0
5342,appartement,Lyon,2,2.0,0.0,38.03,265000.0,6968.0
5343,appartement,Lyon,3,3.0,0.0,65.8,458000.0,6960.0
5344,appartement,Lyon,2,3.0,2.0,75.0,400000.0,5333.0
5345,appartement,Lyon,3,1.0,0.0,24.45,107000.0,4376.0
5346,appartement,Lyon,3,3.0,1.0,63.0,279000.0,4428.0
5348,appartement,Lyon,3,1.0,0.0,37.1,230000.0,6199.0
5349,appartement,Lyon,9,3.0,2.0,71.69,375000.0,5230.0
5350,appartement,Lyon,3,3.0,2.0,68.0,399000.0,5867.0
5351,appartement,Lyon,3,6.0,4.0,120.65,525000.0,4351.0
5352,appartement,Lyon,8,3.0,0.0,61.0,357000.0,5852.0
5353,appartement,Lyon,3,5.0,0.0,111.0,867000.0,7810.0
5354,appartement,Lyon,8,3.0,2.0,73.0,250000.0,3424.0
5356,appartement,Lyon,3,1.0,0.0,21.0,220000.0,10476.0
5357,appartement,Lyon,9,2.0,1.0,24.0,140000.0,5833.0
5358,appartement,Lyon,3,3.0,0.0,83.0,547000.0,6590.0
5359,appartement,Lyon,8,1.0,0.0,33.0,234000.0,7090.0
5360,appartement,Lyon,1,1.0,1.0,32.0,175000.0,5468.0
5361,appartement,Lyon,8,3.0,2.0,60.65,328000.0,5408.0
5362,appartement,Lyon,3,5.0,4.0,143.54,1100000.0,7663.0
5363,appartement,Lyon,3,2.0,0.0,50.0,344000.0,6880.0
5364,appartement,Lyon,8,1.0,0.0,30.59,230000.0,7518.0
5365,appartement,Lyon,5,3.0,2.0,85.0,438000.0,5152.0
5366,appartement,Lyon,8,4.0,3.0,82.0,179000.0,2182.0
5367,appartement,Lyon,9,3.0,2.0,65.0,341500.0,5253.0
5368,appartement,Lyon,8,3.0,2.0,61.37,265000.0,4318.0
5371,appartement,Lyon,2,2.0,1.0,52.21,320000.0,6129.0
5372,appartement,Lyon,2,3.0,2.0,105.0,658350.0,6270.0
5374,appartement,Lyon,3,2.0,0.0,55.0,408000.0,7418.0
5375,appartement,Lyon,3,3.0,2.0,72.0,320000.0,4444.0
5376,appartement,Lyon,3,1.0,0.0,30.0,139750.0,4658.0
5377,appartement,Lyon,9,4.0,3.0,88.0,472500.0,5369.0
5378,appartement,Lyon,7,4.0,2.0,109.0,500000.0,4587.0
5379,appartement,Lyon,3,4.0,0.0,85.0,689000.0,8105.0
5380,appartement,Lyon,9,4.0,3.0,86.0,445000.0,5174.0
5381,appartement,Lyon,8,4.0,3.0,97.0,468500.0,4829.0
5382,appartement,Lyon,3,3.0,2.0,58.0,387700.0,6684.0
5383,appartement,Lyon,3,1.0,0.0,34.0,322000.0,9470.0
5385,appartement,Lyon,8,3.0,2.0,73.0,254900.0,3491.0
5386,appartement,Lyon,7,4.0,3.0,85.0,430000.0,5058.0
5388,appartement,Lyon,3,4.0,0.0,89.0,756000.0,8494.0
5390,appartement,Lyon,5,4.0,3.0,89.0,619000.0,6955.0
5391,appartement,Lyon,6,4.0,3.0,101.67,565000.0,5557.0
5393,appartement,Lyon,3,3.0,0.0,66.0,515000.0,7803.0
5395,appartement,Lyon,7,5.0,4.0,98.0,475000.0,4846.0
5396,appartement,Lyon,4,2.0,1.0,43.41,285000.0,6565.0
5397,appartement,Lyon,4,5.0,4.0,150.62,1040000.0,6904.0
5398,appartement,Lyon,4,5.0,4.0,134.97,945000.0,7001.0
5399,appartement,Lyon,3,4.0,3.0,107.0,933000.0,8719.0
5400,appartement,Lyon,5,4.0,3.0,88.0,415000.0,4715.0
5401,appartement,Lyon,6,2.0,1.0,60.0,300000.0,5000.0
5402,appartement,Lyon,1,3.0,1.0,57.0,329000.0,5771.0
5403,appartement,Lyon,3,4.0,2.0,86.5,430000.0,4971.0
5404,appartement,Lyon,3,2.0,0.0,54.0,374000.0,6925.0
5405,appartement,Lyon,3,3.0,2.0,78.0,480000.0,6153.0
5406,appartement,Lyon,3,3.0,2.0,109.0,634000.0,5816.0
5407,appartement,Lyon,4,3.0,2.0,52.0,379000.0,7288.0
5409,appartement,Lyon,3,3.0,0.0,60.0,472000.0,7866.0
5410,appartement,Lyon,3,3.0,2.0,70.0,467000.0,6671.0
5412,appartement,Lyon,4,2.0,1.0,49.23,320000.0,6500.0
5413,appartement,Lyon,6,4.0,3.0,180.0,1245000.0,6916.0
5414,appartement,Lyon,3,1.0,0.0,36.0,362000.0,10055.0
5416,appartement,Lyon,6,3.0,2.0,67.0,429000.0,6402.0
5417,appartement,Lyon,7,4.0,3.0,86.0,385000.0,4476.0
5418,appartement,Lyon,8,4.0,3.0,79.28,228000.0,2875.0
5419,appartement,Lyon,3,2.0,0.0,39.0,314000.0,8051.0
5420,appartement,Lyon,6,6.0,3.0,160.0,930000.0,5812.0
5421,appartement,Lyon,7,4.0,3.0,85.0,430000.0,5058.0
5422,appartement,Lyon,8,5.0,4.0,112.0,277000.0,2473.0
5423,appartement,Lyon,8,3.0,2.0,67.18,383000.0,5701.0
5424,appartement,Lyon,7,2.0,0.0,50.2,354000.0,7051.0
5425,appartement,Lyon,6,5.0,3.0,110.0,398000.0,3618.0
5427,appartement,Lyon,7,4.0,3.0,91.48,489000.0,5345.0
5428,appartement,Lyon,6,3.0,2.0,68.0,415000.0,6102.0
5429,appartement,Lyon,5,3.0,2.0,72.79,315000.0,4327.0
5430,appartement,Lyon,1,4.0,2.0,100.0,499000.0,4990.0
5431,appartement,Lyon,3,3.0,2.0,48.0,399000.0,8312.0
5432,appartement,Lyon,5,2.0,1.0,46.0,267800.0,5821.0
5433,appartement,Lyon,8,3.0,2.0,71.23,340000.0,4773.0
5435,appartement,Lyon,7,2.0,0.0,49.0,364000.0,7428.0
5438,appartement,Lyon,8,3.0,2.0,63.0,350000.0,5555.0
5439,appartement,Lyon,1,4.0,3.0,132.0,745000.0,5643.0
5440,appartement,Lyon,7,3.0,0.0,65.8,364000.0,5531.0
5441,appartement,Lyon,8,3.0,2.0,76.74,449000.0,5850.0
5442,appartement,Lyon,7,1.0,0.0,27.0,181000.0,6703.0
5443,appartement,Lyon,3,2.0,1.0,47.0,310500.0,6606.0
5444,appartement,Lyon,6,3.0,2.0,88.0,695000.0,7897.0
5445,appartement,Lyon,2,3.0,0.0,70.07,469900.0,6706.0
5446,appartement,Lyon,6,4.0,2.0,88.5,520000.0,5875.0
5447,appartement,Lyon,3,2.0,1.0,49.41,265000.0,5363.0
5448,appartement,Lyon,3,5.0,3.0,116.0,470000.0,4051.0
5449,appartement,Lyon,6,4.0,3.0,113.0,750000.0,6637.0
5450,appartement,Lyon,2,3.0,0.0,68.66,459800.0,6696.0
5451,appartement,Lyon,2,2.0,1.0,42.05,300000.0,7134.0
5452,appartement,Lyon,4,3.0,2.0,68.0,451000.0,6632.0
5453,appartement,Lyon,5,4.0,2.0,148.0,745000.0,5033.0
5454,appartement,Lyon,3,5.0,4.0,121.72,598000.0,4912.0
5455,appartement,Lyon,2,3.0,0.0,68.66,453700.0,6607.0
5456,appartement,Lyon,8,1.0,0.0,25.0,162500.0,6500.0
5457,appartement,Lyon,1,1.0,1.0,36.0,185000.0,5138.0
5458,appartement,Lyon,1,3.0,2.0,80.0,450000.0,5625.0
5459,appartement,Lyon,4,2.0,1.0,63.0,451500.0,7166.0
5460,appartement,Lyon,3,2.0,1.0,47.0,280000.0,5957.0
5461,appartement,Lyon,3,2.0,1.0,62.0,315000.0,5080.0
5464,appartement,Lyon,2,2.0,0.0,45.68,288600.0,6317.0
5465,appartement,Lyon,3,4.0,3.0,80.0,448000.0,5600.0
5466,appartement,Lyon,2,2.0,1.0,62.0,389000.0,6274.0
5467,appartement,Lyon,2,3.0,2.0,84.0,398000.0,4738.0
5468,appartement,Lyon,2,3.0,0.0,68.66,443600.0,6460.0
5469,appartement,Lyon,3,3.0,2.0,70.08,330000.0,4708.0
5470,appartement,Lyon,7,5.0,4.0,81.0,524000.0,6469.0
5471,appartement,Lyon,7,3.0,2.0,70.0,275000.0,3928.0
5472,appartement,Lyon,3,4.0,2.0,95.99,535000.0,5573.0
5473,appartement,Lyon,2,3.0,0.0,70.07,454700.0,6489.0
5474,appartement,Lyon,1,5.0,4.0,136.0,690000.0,5073.0
5475,appartement,Lyon,3,2.0,1.0,59.0,245000.0,4152.0
5476,appartement,Lyon,7,1.0,0.0,37.0,218400.0,5902.0
5477,appartement,Lyon,6,5.0,4.0,108.7,1150000.0,10579.0
5478,appartement,Lyon,2,2.0,0.0,45.68,283500.0,6206.0
5479,appartement,Lyon,6,5.0,4.0,113.87,1250000.0,10977.0
5480,appartement,Lyon,3,4.0,3.0,82.4,349000.0,4235.0
5481,appartement,Lyon,8,3.0,2.0,65.0,286500.0,4407.0
5483,appartement,Lyon,2,3.0,0.0,70.07,449700.0,6417.0
5484,appartement,Lyon,1,2.0,1.0,53.21,435000.0,8175.0
5485,appartement,Lyon,6,3.0,2.0,76.0,420000.0,5526.0
5486,appartement,Lyon,9,2.0,1.0,49.0,249000.0,5081.0
5487,appartement,Lyon,4,1.0,1.0,57.54,265000.0,4605.0
5488,appartement,Lyon,1,4.0,2.0,76.0,575000.0,7565.0
5489,appartement,Lyon,7,4.0,3.0,88.0,379800.0,4315.0
5490,appartement,Lyon,7,3.0,2.0,91.0,375000.0,4120.0
5491,appartement,Lyon,5,1.0,0.0,21.73,135000.0,6212.0
5492,appartement,Lyon,2,3.0,0.0,70.07,439600.0,6273.0
5493,appartement,Lyon,6,2.0,1.0,31.0,213000.0,6870.0
5494,appartement,Lyon,3,1.0,0.0,30.0,208740.0,6958.0
5495,appartement,Lyon,3,4.0,3.0,95.0,451000.0,4747.0
5496,appartement,Lyon,2,3.0,0.0,68.66,398600.0,5805.0
5497,appartement,Lyon,6,1.0,1.0,14.0,119900.0,8564.0
5498,appartement,Lyon,9,4.0,3.0,74.0,446000.0,6027.0
5499,appartement,Lyon,1,4.0,3.0,79.03,660000.0,8351.0
5500,appartement,Lyon,6,6.0,4.0,152.0,895000.0,5888.0
5501,appartement,Lyon,2,5.0,0.0,106.0,604000.0,5698.0
5502,appartement,Lyon,2,4.0,3.0,84.0,379000.0,4511.0
5503,appartement,Lyon,5,1.0,0.0,36.0,180000.0,5000.0
5504,appartement,Lyon,7,1.0,0.0,20.48,127000.0,6201.0
5505,appartement,Lyon,2,3.0,0.0,68.18,423500.0,6211.0
5506,appartement,Lyon,1,1.0,0.0,74.0,465000.0,6283.0
5507,appartement,Lyon,8,4.0,2.0,83.69,245000.0,2927.0
5508,appartement,Lyon,4,2.0,1.0,39.0,260000.0,6666.0
5509,appartement,Lyon,3,5.0,4.0,122.0,598000.0,4901.0
5510,appartement,Lyon,2,5.0,0.0,105.28,594000.0,5642.0
5511,appartement,Lyon,1,2.0,1.0,53.21,435000.0,8175.0
5512,appartement,Lyon,4,4.0,3.0,82.0,399000.0,4865.0
5513,appartement,Lyon,7,4.0,3.0,85.0,540000.0,6352.0
5514,appartement,Lyon,6,3.0,2.0,67.0,571000.0,8522.0
5515,appartement,Lyon,6,3.0,0.0,63.0,506000.0,8031.0
5516,appartement,Lyon,6,3.0,2.0,67.0,500000.0,7462.0
5517,appartement,Lyon,6,3.0,2.0,63.0,475000.0,7539.0
5518,appartement,Lyon,6,3.0,2.0,67.0,468000.0,6985.0
5519,appartement,Lyon,5,3.0,2.0,75.0,210000.0,2800.0
5520,appartement,Lyon,8,3.0,2.0,89.0,235000.0,2640.0
5521,appartement,Lyon,7,5.0,0.0,110.0,894000.0,8127.0
5522,appartement,Lyon,6,4.0,3.0,108.0,780000.0,7222.0
5523,appartement,Lyon,8,2.0,0.0,45.0,280000.0,6222.0
5524,appartement,Lyon,8,4.0,2.0,78.3,439000.0,5606.0
5525,appartement,Lyon,7,2.0,0.0,45.0,329000.0,7311.0
5526,appartement,Lyon,8,3.0,2.0,62.0,330000.0,5322.0
5527,appartement,Lyon,6,4.0,3.0,70.49,435000.0,6171.0
5528,appartement,Lyon,3,3.0,2.0,51.0,258750.0,5073.0
5529,appartement,Lyon,8,1.0,0.0,45.0,86000.0,1911.0
5530,appartement,Lyon,7,5.0,0.0,81.0,534000.0,6592.0
5531,appartement,Lyon,8,4.0,3.0,79.0,205000.0,2594.0
5533,appartement,Lyon,7,1.0,0.0,18.0,104100.0,5783.0
5534,appartement,Lyon,3,2.0,1.0,49.41,265000.0,5363.0
5535,appartement,Lyon,7,1.0,0.0,35.0,254000.0,7257.0
5536,appartement,Lyon,8,1.0,0.0,20.45,168000.0,8215.0
5538,appartement,Lyon,1,3.0,2.0,76.32,520000.0,6813.0
5539,appartement,Lyon,7,4.0,0.0,88.0,571000.0,6488.0
5540,appartement,Lyon,7,2.0,1.0,86.0,297000.0,3453.0
5541,appartement,Lyon,3,4.0,2.0,77.15,349000.0,4523.0
5542,appartement,Lyon,3,2.0,1.0,69.0,329000.0,4768.0
5543,appartement,Lyon,7,4.0,3.0,87.0,339000.0,3896.0
5544,appartement,Lyon,8,3.0,2.0,56.0,235000.0,4196.0
5546,appartement,Lyon,7,2.0,1.0,40.0,197000.0,4925.0
5547,appartement,Lyon,8,3.0,0.0,62.0,329000.0,5306.0
5548,appartement,Lyon,7,2.0,0.0,48.0,329000.0,6854.0
5549,appartement,Lyon,8,3.0,2.0,42.0,225000.0,5357.0
5550,appartement,Lyon,5,3.0,2.0,83.0,309900.0,3733.0
5551,appartement,Lyon,9,3.0,2.0,83.0,309900.0,3733.0
5552,appartement,Lyon,5,4.0,2.0,83.11,273000.0,3284.0
5553,appartement,Lyon,7,5.0,0.0,80.0,514000.0,6425.0
5554,appartement,Lyon,8,4.0,3.0,78.0,219000.0,2807.0
5556,appartement,Lyon,5,5.0,3.0,107.42,421000.0,3919.0
5557,appartement,Lyon,7,4.0,0.0,95.0,604000.0,6357.0
5558,appartement,Lyon,9,5.0,3.0,97.84,460000.0,4701.0
5559,appartement,Lyon,7,3.0,0.0,65.0,364000.0,5600.0
5560,appartement,Lyon,7,2.0,1.0,39.23,149000.0,3798.0
5561,appartement,Lyon,4,4.0,3.0,89.0,395000.0,4438.0
5562,appartement,Lyon,8,5.0,4.0,104.0,669000.0,6432.0
5564,appartement,Lyon,3,5.0,0.0,127.85,1150000.0,8994.0
5565,appartement,Lyon,8,4.0,2.0,62.0,175000.0,2822.0
5567,appartement,Lyon,3,2.0,1.0,33.0,189570.0,5744.0
5568,appartement,Lyon,7,3.0,2.0,93.0,590000.0,6344.0
5569,appartement,Lyon,2,2.0,1.0,53.0,379000.0,7150.0
5570,appartement,Lyon,9,4.0,3.0,68.87,279000.0,4051.0
5571,appartement,Lyon,3,2.0,1.0,44.0,319000.0,7250.0
5572,appartement,Lyon,8,4.0,3.0,97.0,295000.0,3041.0
5573,appartement,Lyon,6,3.0,1.0,92.44,585000.0,6328.0
5574,appartement,Lyon,8,3.0,0.0,62.97,329500.0,5232.0
5575,appartement,Lyon,8,4.0,3.0,80.0,245000.0,3062.0
5576,appartement,Lyon,5,3.0,2.0,81.5,370000.0,4539.0
5577,appartement,Lyon,3,4.0,3.0,93.0,410000.0,4408.0
5578,appartement,Lyon,2,5.0,3.0,169.32,845000.0,4990.0
5579,appartement,Lyon,8,3.0,0.0,62.89,322000.0,5120.0
5581,appartement,Lyon,7,3.0,2.0,86.7,400000.0,4613.0
5584,appartement,Lyon,8,3.0,0.0,59.01,309500.0,5244.0
5585,appartement,Lyon,8,5.0,4.0,88.0,517000.0,5875.0
5586,appartement,Lyon,8,5.0,4.0,97.0,554000.0,5711.0
5588,appartement,Lyon,3,1.0,0.0,33.48,125000.0,3733.0
5589,appartement,Lyon,8,1.0,0.0,24.83,162500.0,6544.0
5590,appartement,Lyon,6,3.0,2.0,52.0,359000.0,6903.0
5593,appartement,Lyon,3,3.0,2.0,71.58,430000.0,6007.0
5594,appartement,Lyon,8,1.0,0.0,24.1,162500.0,6742.0
5596,appartement,Lyon,8,5.0,3.0,107.12,570000.0,5321.0
5597,appartement,Lyon,3,4.0,3.0,86.0,349000.0,4058.0
5598,appartement,Lyon,9,3.0,2.0,46.0,215000.0,4673.0
5599,appartement,Lyon,8,5.0,4.0,100.0,395000.0,3950.0
5600,appartement,Lyon,2,3.0,2.0,88.0,549000.0,6238.0
5602,appartement,Lyon,3,1.0,0.0,28.0,185000.0,6607.0
5603,appartement,Lyon,6,4.0,3.0,70.49,435000.0,6171.0
5604,appartement,Lyon,3,4.0,3.0,82.0,349000.0,4256.0
5605,appartement,Lyon,8,3.0,2.0,60.24,324000.0,5378.0
5607,appartement,Lyon,5,4.0,3.0,98.48,495000.0,5026.0
5608,appartement,Lyon,6,3.0,2.0,67.0,500000.0,7462.0
5610,appartement,Lyon,7,4.0,3.0,118.5,540000.0,4556.0
5611,appartement,Lyon,3,3.0,2.0,70.9,349000.0,4922.0
5612,appartement,Lyon,5,3.0,2.0,62.0,250000.0,4032.0
5613,appartement,Lyon,8,3.0,2.0,53.0,169000.0,3188.0
5614,appartement,Lyon,9,4.0,2.0,97.0,450000.0,4639.0
5615,appartement,Lyon,6,3.0,2.0,75.77,375000.0,4949.0
5616,appartement,Lyon,9,4.0,3.0,69.29,149000.0,2150.0
5617,appartement,Lyon,9,3.0,0.0,85.0,405000.0,4764.0
5618,appartement,Lyon,6,4.0,3.0,91.0,520000.0,5714.0
5619,appartement,Lyon,8,1.0,0.0,28.0,163000.0,5821.0
5622,appartement,Lyon,6,4.0,3.0,126.0,949000.0,7531.0
5623,appartement,Lyon,1,4.0,3.0,107.42,550000.0,5120.0
5624,appartement,Lyon,9,3.0,2.0,65.0,372000.0,5723.0
5625,appartement,Lyon,3,2.0,1.0,47.0,192000.0,4085.0
5626,appartement,Lyon,3,5.0,3.0,118.0,650000.0,5508.0
5627,appartement,Lyon,8,4.0,3.0,82.0,566000.0,6902.0
5631,appartement,Lyon,3,4.0,3.0,87.0,401700.0,4617.0
5632,appartement,Lyon,6,1.0,0.0,27.0,168000.0,6222.0
5633,appartement,Lyon,2,2.0,1.0,33.56,210000.0,6257.0
5634,appartement,Lyon,5,2.0,1.0,54.03,300000.0,5552.0
5635,appartement,Lyon,3,1.0,1.0,21.0,120000.0,5714.0
5636,appartement,Lyon,7,2.0,1.0,43.0,229000.0,5325.0
5638,appartement,Lyon,9,5.0,4.0,113.0,389000.0,3442.0
5639,appartement,Lyon,2,1.0,0.0,44.0,280000.0,6363.0
5640,appartement,Lyon,1,3.0,2.0,102.4,495000.0,4833.0
5641,appartement,Lyon,8,3.0,0.0,62.42,365000.0,5847.0
5643,appartement,Lyon,3,3.0,2.0,58.0,387700.0,6684.0
5644,appartement,Lyon,8,4.0,3.0,89.0,290000.0,3258.0
5645,appartement,Lyon,6,5.0,4.0,217.29,945000.0,4349.0
5646,appartement,Lyon,8,4.0,0.0,88.14,725000.0,8225.0
5647,appartement,Lyon,8,6.0,5.0,139.08,680000.0,4889.0
5649,appartement,Lyon,3,5.0,3.0,112.0,399000.0,3562.0
5650,appartement,Lyon,1,5.0,4.0,89.59,415000.0,4632.0
5651,appartement,Lyon,4,4.0,0.0,115.0,419000.0,3643.0
5653,appartement,Lyon,7,2.0,1.0,41.0,229000.0,5585.0
5654,appartement,Lyon,8,4.0,0.0,85.54,695000.0,8124.0
5655,appartement,Lyon,3,3.0,2.0,51.0,258750.0,5073.0
5656,appartement,Lyon,3,2.0,2.0,58.0,289800.0,4996.0
5657,appartement,Lyon,3,3.0,2.0,58.0,210000.0,3620.0
5658,appartement,Lyon,4,3.0,2.0,65.8,360000.0,5471.0
5659,appartement,Lyon,8,3.0,0.0,64.15,395000.0,6157.0
5660,appartement,Lyon,5,2.0,1.0,55.0,202000.0,3672.0
5661,appartement,Lyon,8,3.0,2.0,66.0,271000.0,4106.0
5663,appartement,Lyon,7,2.0,1.0,49.0,245000.0,5000.0
5664,appartement,Lyon,8,2.0,0.0,42.39,280000.0,6605.0
5666,appartement,Lyon,3,1.0,0.0,19.03,52000.0,2732.0
5667,appartement,Lyon,3,1.0,0.0,18.77,56000.0,2983.0
5668,appartement,Lyon,8,2.0,0.0,42.16,285000.0,6759.0
5669,appartement,Lyon,6,3.0,2.0,77.0,499000.0,6480.0
5670,appartement,Lyon,5,2.0,1.0,54.15,199000.0,3674.0
5671,appartement,Lyon,4,4.0,2.0,91.0,485000.0,5329.0
5672,appartement,Lyon,2,6.0,4.0,216.0,2850000.0,13194.0
5673,appartement,Lyon,8,4.0,0.0,83.62,515000.0,6158.0
5675,appartement,Lyon,9,2.0,1.0,48.0,210000.0,4375.0
5676,appartement,Lyon,1,3.0,2.0,86.0,349000.0,4058.0
5677,appartement,Lyon,7,1.0,0.0,17.0,150000.0,8823.0
5678,appartement,Lyon,8,4.0,0.0,84.0,446500.0,5315.0
5680,appartement,Lyon,2,5.0,3.0,169.32,845000.0,4990.0
5681,appartement,Lyon,8,2.0,1.0,37.29,151000.0,4049.0
5682,appartement,Lyon,9,1.0,0.0,20.02,57564.0,2875.0
5683,appartement,Lyon,2,3.0,2.0,81.0,399000.0,4925.0
5684,appartement,Lyon,8,2.0,0.0,42.16,280000.0,6641.0
5685,appartement,Lyon,2,2.0,1.0,65.0,440000.0,6769.0
5687,appartement,Lyon,7,4.0,3.0,84.0,389000.0,4630.0
5688,appartement,Lyon,2,2.0,1.0,55.15,335000.0,6074.0
5689,appartement,Lyon,8,2.0,0.0,42.39,275000.0,6487.0
5690,appartement,Lyon,8,3.0,2.0,71.23,340000.0,4773.0
5691,appartement,Lyon,8,1.0,0.0,20.45,168000.0,8215.0
5692,appartement,Lyon,8,4.0,3.0,78.0,184000.0,2358.0
5693,appartement,Lyon,8,2.0,1.0,54.21,257000.0,4740.0
5694,appartement,Lyon,8,3.0,0.0,64.15,390000.0,6079.0
5695,appartement,Lyon,5,3.0,2.0,58.0,330000.0,5689.0
5696,appartement,Lyon,1,2.0,1.0,42.0,265000.0,6309.0
5697,appartement,Lyon,2,4.0,3.0,87.36,635000.0,7268.0
5698,appartement,Lyon,2,1.0,0.0,41.0,239000.0,5829.0
5699,appartement,Lyon,8,4.0,0.0,83.62,510000.0,6099.0
5700,appartement,Lyon,2,3.0,2.0,68.5,460000.0,6715.0
5701,appartement,Lyon,9,4.0,2.0,72.0,219900.0,3054.0
5702,appartement,Lyon,5,5.0,4.0,137.0,690000.0,5036.0
5703,appartement,Lyon,2,3.0,2.0,69.43,420000.0,6049.0
5704,appartement,Lyon,8,2.0,0.0,42.39,270000.0,6369.0
5706,appartement,Lyon,6,3.0,0.0,93.0,695000.0,7473.0
5708,appartement,Lyon,5,3.0,2.0,78.57,360000.0,4581.0
5710,appartement,Lyon,2,2.0,0.0,30.0,177000.0,5900.0
5711,appartement,Lyon,6,3.0,2.0,83.0,399000.0,4807.0
5712,appartement,Lyon,6,5.0,3.0,117.0,699000.0,5974.0
5713,appartement,Lyon,8,0.0,0.0,385.0,2450000.0,6363.0
5714,appartement,Lyon,8,2.0,1.0,48.0,149500.0,3114.0
5715,appartement,Lyon,8,3.0,0.0,64.15,385000.0,6001.0
5716,appartement,Lyon,8,0.0,0.0,235.0,1600000.0,6808.0
5718,appartement,Lyon,3,5.0,3.0,97.0,529000.0,5453.0
5719,appartement,Lyon,4,5.0,4.0,166.18,925000.0,5566.0
5720,appartement,Lyon,8,4.0,0.0,83.62,505000.0,6039.0
5721,appartement,Lyon,1,4.0,3.0,102.0,638500.0,6259.0
5722,appartement,Lyon,8,3.0,0.0,62.0,234000.0,3774.0
5723,appartement,Lyon,3,3.0,2.0,72.0,320000.0,4444.0
5724,appartement,Lyon,4,4.0,2.0,91.0,425000.0,4670.0
5725,appartement,Lyon,8,2.0,0.0,42.16,275000.0,6522.0
5726,appartement,Lyon,6,5.0,3.0,110.0,780000.0,7090.0
5727,appartement,Lyon,4,3.0,2.0,80.0,365000.0,4562.0
5728,appartement,Lyon,6,3.0,1.0,90.99,595000.0,6539.0
5729,appartement,Lyon,8,3.0,0.0,64.15,380000.0,5923.0
5730,appartement,Lyon,6,4.0,3.0,117.0,625000.0,5341.0
5731,appartement,Lyon,3,2.0,1.0,70.0,199900.0,2855.0
5732,appartement,Lyon,8,3.0,2.0,78.2,334000.0,4271.0
5733,appartement,Lyon,2,5.0,4.0,160.0,1100000.0,6875.0
5734,appartement,Lyon,8,3.0,0.0,64.15,375000.0,5845.0
5735,appartement,Lyon,8,1.0,0.0,24.83,162500.0,6544.0
5736,appartement,Lyon,7,3.0,2.0,65.4,639000.0,9770.0
5739,appartement,Lyon,8,3.0,2.0,55.4,290000.0,5234.0
5742,appartement,Lyon,5,3.0,2.0,67.2,417000.0,6205.0
5743,appartement,Lyon,5,3.0,2.0,69.16,612000.0,8849.0
5744,appartement,Lyon,8,4.0,0.0,83.62,500000.0,5979.0
5745,appartement,Lyon,5,4.0,3.0,88.0,571000.0,6488.0
5746,appartement,Lyon,2,3.0,2.0,69.6,512000.0,7356.0
5747,appartement,Lyon,3,3.0,2.0,88.0,465000.0,5284.0
5748,appartement,Lyon,5,4.0,2.0,117.11,599000.0,5114.0
5749,appartement,Lyon,8,4.0,0.0,83.62,495000.0,5919.0
5750,appartement,Lyon,2,3.0,2.0,79.0,495000.0,6265.0
5751,appartement,Lyon,7,5.0,4.0,133.31,881000.0,6608.0
5752,appartement,Lyon,8,3.0,2.0,60.0,269000.0,4483.0
5754,appartement,Lyon,8,4.0,0.0,77.6,465000.0,5992.0
5755,appartement,Lyon,3,5.0,3.0,215.0,1300000.0,6046.0
5756,appartement,Lyon,7,1.0,0.0,27.0,181000.0,6703.0
5757,appartement,Lyon,8,4.0,3.0,89.0,312000.0,3505.0
5758,appartement,Lyon,1,3.0,2.0,87.74,595080.0,6782.0
5759,appartement,Lyon,8,5.0,0.0,92.52,760000.0,8214.0
5760,appartement,Lyon,5,4.0,3.0,123.5,730000.0,5910.0
5761,appartement,Lyon,1,2.0,0.0,49.0,363000.0,7408.0
5762,appartement,Lyon,1,2.0,0.0,48.0,368000.0,7666.0
5764,appartement,Lyon,8,3.0,0.0,62.42,385000.0,6167.0
5765,appartement,Lyon,8,4.0,2.0,78.0,334000.0,4282.0
5767,appartement,Lyon,8,3.0,2.0,74.0,190000.0,2567.0
5768,appartement,Lyon,5,3.0,2.0,60.0,265000.0,4416.0
5769,appartement,Lyon,4,4.0,0.0,116.0,595000.0,5129.0
5770,appartement,Lyon,4,2.0,1.0,50.0,325000.0,6500.0
5771,appartement,Lyon,5,3.0,1.0,53.27,355000.0,6664.0
5772,appartement,Lyon,8,4.0,0.0,82.99,485000.0,5844.0
5773,appartement,Lyon,1,2.0,0.0,48.0,368000.0,7666.0
5774,appartement,Lyon,5,5.0,2.0,147.0,745000.0,5068.0
5775,appartement,Lyon,5,3.0,2.0,86.0,420000.0,4883.0
5776,appartement,Lyon,6,4.0,2.0,91.7,795000.0,8669.0
5777,appartement,Lyon,8,4.0,0.0,82.99,480000.0,5783.0
5778,appartement,Lyon,7,2.0,1.0,49.0,245000.0,5000.0
5780,appartement,Lyon,6,2.0,1.0,67.41,460000.0,6823.0
